nl_query,action,time,user,source,src_ip,hostname,severity,status_code,structured_query,event_ts
find file download events by user jsmith on firewall-01 yesterday in apache,download,yesterday,jsmith,web,*,firewall-01,*,*,action=download user=jsmith source=web hostname=firewall-01 earliest=@d-1d latest=@d,2025-10-03T04:46:39
list authentication events by user admin on web-server-01 last hour in ssh,login,last1h,admin,ssh,*,web-server-01,*,*,action=login user=admin source=ssh hostname=web-server-01 earliest=-60m latest=now,2025-10-04T11:49:39
give me file upload events by user jsmith last hour in security log,upload,last1h,jsmith,auth,*,*,*,*,action=upload user=jsmith source=auth earliest=-60m latest=now,2025-10-04T11:19:39
pull up critical logins events by user alice from ip 192.168.0.1 since yesterday in file system,login,last24h,alice,filesystem,192.168.0.1,*,critical,*,action=login user=alice source=filesystem src_ip=192.168.0.1 severity=critical earliest=-24h latest=now,2025-10-04T04:08:39
find sign off events by user bob from ip 172.16.0.50 last 7 days in server,logout,last7d,bob,host,172.16.0.50,*,*,*,action=logout user=bob source=host src_ip=172.16.0.50 earliest=-7d@d latest=now,2025-10-01T12:08:39
find sign off events by user admin yesterday in host,logout,yesterday,admin,host,*,*,*,*,action=logout user=admin source=host earliest=@d-1d latest=@d,2025-10-03T23:01:39
display file deletion events by user alice with status 403 last 30 days in file system,deletion,last30d,alice,filesystem,*,*,*,403,action=deletion user=alice source=filesystem status_code=403 earliest=-30d@d latest=now,2025-10-03T12:08:39
give me emergency file download events by user anonymous past 60 minutes in ssh,download,last1h,anonymous,ssh,*,*,critical,*,action=download user=anonymous source=ssh severity=critical earliest=-60m latest=now,2025-10-04T11:52:39
show me crash events by user anonymous from ip 10.10.10.5 last hour in db,error,last1h,anonymous,database,10.10.10.5,*,*,*,action=error user=anonymous source=database src_ip=10.10.10.5 earliest=-60m latest=now,2025-10-04T11:24:39
give me sign off events by user root from ip 10.0.0.1 with status 404 the previous day in auth log,logout,yesterday,root,auth,10.0.0.1,*,*,404,action=logout user=root source=auth src_ip=10.0.0.1 status_code=404 earliest=@d-1d latest=@d,2025-10-03T02:07:39
find login events by user bob today in file system,login,today,bob,filesystem,*,*,*,*,action=login user=bob source=filesystem earliest=@d latest=now,2025-10-04T12:43:39
pull up authentication events by user alice on load-balancer yesterday in auth log,login,yesterday,alice,auth,*,load-balancer,*,*,action=login user=alice source=auth hostname=load-balancer earliest=@d-1d latest=@d,2025-10-03T08:33:39
give me service restart events by user jsmith from ip 172.16.0.50 past 60 minutes in security log,restart,last1h,jsmith,auth,172.16.0.50,*,*,*,action=restart user=jsmith source=auth src_ip=172.16.0.50 earliest=-60m latest=now,2025-10-04T12:00:39
list logout events by user alice from ip 10.10.10.5 on web-server-01 with status 503 last 7 days in database,logout,last7d,alice,database,10.10.10.5,web-server-01,*,503,action=logout user=alice source=database src_ip=10.10.10.5 hostname=web-server-01 status_code=503 earliest=-7d@d latest=now,2025-09-28T12:08:39
pull up connection events by user anonymous on load-balancer since yesterday in secure shell,access,last24h,anonymous,ssh,*,load-balancer,*,*,action=access user=anonymous source=ssh hostname=load-balancer earliest=-24h latest=now,2025-10-04T00:08:39
find restart events by user alice this week in server,restart,last7d,alice,host,*,*,*,*,action=restart user=alice source=host earliest=-7d@d latest=now,2025-10-04T12:08:39
give me successful login events by user admin with status 503 since midnight in ssh,success,today,admin,ssh,*,*,*,503,action=success user=admin source=ssh status_code=503 earliest=@d latest=now,2025-10-04T09:16:39
display auth success events by user anonymous the previous day in secure shell,success,yesterday,anonymous,ssh,*,*,*,*,action=success user=anonymous source=ssh earliest=@d-1d latest=@d,2025-10-03T08:25:39
give me download events by user jsmith with status 500 in the last 24 hours in ssh,download,today,jsmith,ssh,*,*,*,500,action=download user=jsmith source=ssh status_code=500 earliest=@d latest=now,2025-10-04T03:52:39
find warning connection events by user alice from ip 172.16.0.50 this month in server,access,last30d,alice,host,172.16.0.50,*,warning,*,action=access user=alice source=host src_ip=172.16.0.50 severity=warning earliest=-30d@d latest=now,2025-09-11T12:08:39
display service restart events since yesterday in apache,restart,last24h,*,web,*,*,*,*,action=restart source=web earliest=-24h latest=now,2025-10-04T02:08:39
show me file download events by user alice with status 503 this month in secure shell,download,last30d,alice,ssh,*,*,*,503,action=download user=alice source=ssh status_code=503 earliest=-30d@d latest=now,2025-09-20T12:08:39
find informational successful login events by user alice from ip 10.0.0.1 with status 500 past 60 minutes in filesystem,success,last1h,alice,filesystem,10.0.0.1,*,info,500,action=success user=alice source=filesystem src_ip=10.0.0.1 severity=info status_code=500 earliest=-60m latest=now,2025-10-04T12:08:39
show me auth failure events by user admin past 60 minutes in file system,failure,last1h,admin,filesystem,*,*,*,*,action=failure user=admin source=filesystem earliest=-60m latest=now,2025-10-04T11:18:39
find warning auth success events by user alice from ip 172.16.0.50 last hour in file system,success,last1h,alice,filesystem,172.16.0.50,*,warning,*,action=success user=alice source=filesystem src_ip=172.16.0.50 severity=warning earliest=-60m latest=now,2025-10-04T11:59:39
display delete events by user alice with status 502 this week in authentication log,deletion,last7d,alice,auth,*,*,*,502,action=deletion user=alice source=auth status_code=502 earliest=-7d@d latest=now,2025-10-04T12:08:39
show me login failure events last hour in secure shell,failure,last1h,*,ssh,*,*,*,*,action=failure source=ssh earliest=-60m latest=now,2025-10-04T11:13:39
show me successful login events by user anonymous on app-server-03 last 24 hours in db,success,last24h,anonymous,database,*,app-server-03,*,*,action=success user=anonymous source=database hostname=app-server-03 earliest=-24h latest=now,2025-10-03T19:08:39
find auth success events by user jsmith from ip 10.10.10.5 since yesterday in auth log,success,last24h,jsmith,auth,10.10.10.5,*,*,*,action=success user=jsmith source=auth src_ip=10.10.10.5 earliest=-24h latest=now,2025-10-03T14:08:39
pull up file download events by user jsmith from ip 10.10.10.5 since yesterday in apache,download,last24h,jsmith,web,10.10.10.5,*,*,*,action=download user=jsmith source=web src_ip=10.10.10.5 earliest=-24h latest=now,2025-10-04T11:08:39
pull up error sign off events by user alice from ip 192.168.0.1 with status 503 since yesterday in auth log,logout,last24h,alice,auth,192.168.0.1,*,error,503,action=logout user=alice source=auth src_ip=192.168.0.1 severity=error status_code=503 earliest=-24h latest=now,2025-10-03T21:08:39
list info file deletion events by user bob past 60 minutes in authentication log,deletion,last1h,bob,auth,*,*,info,*,action=deletion user=bob source=auth severity=info earliest=-60m latest=now,2025-10-04T11:42:39
show me successful login events by user root since yesterday in database,success,last24h,root,database,*,*,*,*,action=success user=root source=database earliest=-24h latest=now,2025-10-03T16:08:39
find info file download events by user jsmith on db-prod-02 with status 500 past 60 minutes in filesystem,download,last1h,jsmith,filesystem,*,db-prod-02,info,500,action=download user=jsmith source=filesystem hostname=db-prod-02 severity=info status_code=500 earliest=-60m latest=now,2025-10-04T11:47:39
give me error restart events by user root yesterday in file system,restart,yesterday,root,filesystem,*,*,error,*,action=restart user=root source=filesystem severity=error earliest=@d-1d latest=@d,2025-10-03T19:23:39
show me login events by user anonymous with status 200 last 30 days in database,login,last30d,anonymous,database,*,*,*,200,action=login user=anonymous source=database status_code=200 earliest=-30d@d latest=now,2025-10-04T12:08:39
show me file download events by user bob with status 500 since yesterday in ssh,download,last24h,bob,ssh,*,*,*,500,action=download user=bob source=ssh status_code=500 earliest=-24h latest=now,2025-10-04T07:08:39
display sign off events by user root on load-balancer last hour in machine,logout,last1h,root,host,*,load-balancer,*,*,action=logout user=root source=host hostname=load-balancer earliest=-60m latest=now,2025-10-04T11:54:39
pull up info connection events by user admin since yesterday in nginx,access,last24h,admin,web,*,*,info,*,action=access user=admin source=web severity=info earliest=-24h latest=now,2025-10-03T18:08:39
show me error failed login events by user alice on firewall-01 this week in auth log,failure,last7d,alice,auth,*,firewall-01,error,*,action=failure user=alice source=auth hostname=firewall-01 severity=error earliest=-7d@d latest=now,2025-09-30T12:08:39
pull up informational auth failure events by user alice from ip 192.168.0.1 last hour in web server,failure,last1h,alice,web,192.168.0.1,*,info,*,action=failure user=alice source=web src_ip=192.168.0.1 severity=info earliest=-60m latest=now,2025-10-04T11:42:39
give me err authentication events by user jsmith with status 500 past 60 minutes in authentication log,login,last1h,jsmith,auth,*,*,error,500,action=login user=jsmith source=auth severity=error status_code=500 earliest=-60m latest=now,2025-10-04T11:29:39
display restart events on db-prod-02 last 30 days in secure shell,restart,last30d,*,ssh,*,db-prod-02,*,*,action=restart source=ssh hostname=db-prod-02 earliest=-30d@d latest=now,2025-10-04T12:08:39
show me file upload events by user admin from ip 172.16.0.50 last 24 hours in server,upload,last24h,admin,host,172.16.0.50,*,*,*,action=upload user=admin source=host src_ip=172.16.0.50 earliest=-24h latest=now,2025-10-03T21:08:39
show me delete events by user jsmith since yesterday in filesystem,deletion,last24h,jsmith,filesystem,*,*,*,*,action=deletion user=jsmith source=filesystem earliest=-24h latest=now,2025-10-04T03:08:39
pull up service restart events by user bob this week in db,restart,last7d,bob,database,*,*,*,*,action=restart user=bob source=database earliest=-7d@d latest=now,2025-10-03T12:08:39
find info auth success events by user admin on firewall-01 past week in nginx,success,last7d,admin,web,*,firewall-01,info,*,action=success user=admin source=web hostname=firewall-01 severity=info earliest=-7d@d latest=now,2025-10-04T12:08:39
display sign off events by user admin from ip 10.0.0.1 today in apache,logout,today,admin,web,10.0.0.1,*,*,*,action=logout user=admin source=web src_ip=10.0.0.1 earliest=@d latest=now,2025-10-04T10:27:39
list file download events last 30 days in auth log,download,last30d,*,auth,*,*,*,*,action=download source=auth earliest=-30d@d latest=now,2025-09-16T12:08:39
give me auth success events by user bob on web-server-01 with status 500 yesterday in web server,success,yesterday,bob,web,*,web-server-01,*,500,action=success user=bob source=web hostname=web-server-01 status_code=500 earliest=@d-1d latest=@d,2025-10-03T05:46:39
list failure events by user admin from ip 10.10.10.5 this month in server,error,last30d,admin,host,10.10.10.5,*,*,*,action=error user=admin source=host src_ip=10.10.10.5 earliest=-30d@d latest=now,2025-09-10T12:08:39
find request events by user jsmith last hour in authentication log,access,last1h,jsmith,auth,*,*,*,*,action=access user=jsmith source=auth earliest=-60m latest=now,2025-10-04T12:01:39
find sign off events by user admin on load-balancer with status 503 the previous day in authentication log,logout,yesterday,admin,auth,*,load-balancer,*,503,action=logout user=admin source=auth hostname=load-balancer status_code=503 earliest=@d-1d latest=@d,2025-10-03T06:04:39
give me auth success events by user bob on db-prod-02 since yesterday in authentication log,success,last24h,bob,auth,*,db-prod-02,*,*,action=success user=bob source=auth hostname=db-prod-02 earliest=-24h latest=now,2025-10-04T04:08:39
pull up request events by user root the previous day in ssh,access,yesterday,root,ssh,*,*,*,*,action=access user=root source=ssh earliest=@d-1d latest=@d,2025-10-03T11:31:39
pull up download events from ip 192.168.1.100 the previous day in db,download,yesterday,*,database,192.168.1.100,*,*,*,action=download source=database src_ip=192.168.1.100 earliest=@d-1d latest=@d,2025-10-03T15:01:39
show me warn file deletion events by user anonymous this month in nginx,deletion,last30d,anonymous,web,*,*,warning,*,action=deletion user=anonymous source=web severity=warning earliest=-30d@d latest=now,2025-09-27T12:08:39
give me crash events by user anonymous on web-server-01 with status 500 since midnight in authentication log,error,today,anonymous,auth,*,web-server-01,*,500,action=error user=anonymous source=auth hostname=web-server-01 status_code=500 earliest=@d latest=now,2025-10-04T11:56:39
give me warn authentication events since midnight in authentication log,login,today,*,auth,*,*,warning,*,action=login source=auth severity=warning earliest=@d latest=now,2025-10-04T02:11:39
list warning logout events by user bob on db-prod-02 this week in security log,logout,last7d,bob,auth,*,db-prod-02,warning,*,action=logout user=bob source=auth hostname=db-prod-02 severity=warning earliest=-7d@d latest=now,2025-10-03T12:08:39
pull up restart events by user anonymous past week in database,restart,last7d,anonymous,database,*,*,*,*,action=restart user=anonymous source=database earliest=-7d@d latest=now,2025-10-03T12:08:39
list err file deletion events by user jsmith last 30 days in security log,deletion,last30d,jsmith,auth,*,*,error,*,action=deletion user=jsmith source=auth severity=error earliest=-30d@d latest=now,2025-09-30T12:08:39
display warning auth failure events by user bob from ip 10.10.10.5 yesterday in filesystem,failure,yesterday,bob,filesystem,10.10.10.5,*,warning,*,action=failure user=bob source=filesystem src_ip=10.10.10.5 severity=warning earliest=@d-1d latest=@d,2025-10-03T07:42:39
list err sign off events by user alice this week in host,logout,last7d,alice,host,*,*,error,*,action=logout user=alice source=host severity=error earliest=-7d@d latest=now,2025-09-28T12:08:39
list failure events by user bob this month in apache,error,last30d,bob,web,*,*,*,*,action=error user=bob source=web earliest=-30d@d latest=now,2025-09-21T12:08:39
find download events on db-prod-02 in the last 24 hours in db,download,today,*,database,*,db-prod-02,*,*,action=download source=database hostname=db-prod-02 earliest=@d latest=now,2025-10-04T07:06:39
pull up delete events by user anonymous past week in db,deletion,last7d,anonymous,database,*,*,*,*,action=deletion user=anonymous source=database earliest=-7d@d latest=now,2025-10-03T12:08:39
display failure events by user root from ip 10.0.0.1 with status 403 last 24 hours in ssh,error,last24h,root,ssh,10.0.0.1,*,*,403,action=error user=root source=ssh src_ip=10.0.0.1 status_code=403 earliest=-24h latest=now,2025-10-03T19:08:39
display informational sign off events from ip 10.10.10.5 on app-server-03 last 7 days in database,logout,last7d,*,database,10.10.10.5,app-server-03,info,*,action=logout source=database src_ip=10.10.10.5 hostname=app-server-03 severity=info earliest=-7d@d latest=now,2025-10-01T12:08:39
give me info upload events by user alice last 30 days in host,upload,last30d,alice,host,*,*,info,*,action=upload user=alice source=host severity=info earliest=-30d@d latest=now,2025-09-20T12:08:39
give me successful login events last hour in file system,success,last1h,*,filesystem,*,*,*,*,action=success source=filesystem earliest=-60m latest=now,2025-10-04T11:52:39
list crash events by user bob past 60 minutes in nginx,error,last1h,bob,web,*,*,*,*,action=error user=bob source=web earliest=-60m latest=now,2025-10-04T11:12:39
give me file deletion events by user root with status 502 yesterday in web server,deletion,yesterday,root,web,*,*,*,502,action=deletion user=root source=web status_code=502 earliest=@d-1d latest=@d,2025-10-03T04:45:39
list file upload events since midnight in security log,upload,today,*,auth,*,*,*,*,action=upload source=auth earliest=@d latest=now,2025-10-04T02:22:39
list authentication events with status 200 the previous day in security log,login,yesterday,*,auth,*,*,*,200,action=login source=auth status_code=200 earliest=@d-1d latest=@d,2025-10-03T17:24:39
list crash events from ip 192.168.0.1 last 7 days in host,error,last7d,*,host,192.168.0.1,*,*,*,action=error source=host src_ip=192.168.0.1 earliest=-7d@d latest=now,2025-09-28T12:08:39
list sign off events with status 500 last 30 days in host,logout,last30d,*,host,*,*,*,500,action=logout source=host status_code=500 earliest=-30d@d latest=now,2025-09-11T12:08:39
display failed login events by user alice with status 404 last hour in server,failure,last1h,alice,host,*,*,*,404,action=failure user=alice source=host status_code=404 earliest=-60m latest=now,2025-10-04T11:30:39
list failed login events by user root last 24 hours in filesystem,failure,last24h,root,filesystem,*,*,*,*,action=failure user=root source=filesystem earliest=-24h latest=now,2025-10-03T22:08:39
list sign off events by user admin in the last 24 hours in database,logout,today,admin,database,*,*,*,*,action=logout user=admin source=database earliest=@d latest=now,2025-10-04T12:15:39
pull up file download events by user jsmith from ip 192.168.1.100 on firewall-01 last 24 hours in host,download,last24h,jsmith,host,192.168.1.100,firewall-01,*,*,action=download user=jsmith source=host src_ip=192.168.1.100 hostname=firewall-01 earliest=-24h latest=now,2025-10-04T10:08:39
show me restart events yesterday in ssh,restart,yesterday,*,ssh,*,*,*,*,action=restart source=ssh earliest=@d-1d latest=@d,2025-10-03T08:52:39
give me auth success events by user admin with status 500 in the last 24 hours in file system,success,today,admin,filesystem,*,*,*,500,action=success user=admin source=filesystem status_code=500 earliest=@d latest=now,2025-10-04T12:33:39
find auth failure events yesterday in database,failure,yesterday,*,database,*,*,*,*,action=failure source=database earliest=@d-1d latest=@d,2025-10-03T09:24:39
list failed login events by user anonymous the previous day in apache,failure,yesterday,anonymous,web,*,*,*,*,action=failure user=anonymous source=web earliest=@d-1d latest=@d,2025-10-03T08:06:39
pull up upload events by user root from ip 192.168.0.1 this week in secure shell,upload,last7d,root,ssh,192.168.0.1,*,*,*,action=upload user=root source=ssh src_ip=192.168.0.1 earliest=-7d@d latest=now,2025-10-03T12:08:39
pull up crash events by user jsmith on firewall-01 yesterday in authentication log,error,yesterday,jsmith,auth,*,firewall-01,*,*,action=error user=jsmith source=auth hostname=firewall-01 earliest=@d-1d latest=@d,2025-10-03T14:52:39
list file deletion events by user alice last 24 hours in nginx,deletion,last24h,alice,web,*,*,*,*,action=deletion user=alice source=web earliest=-24h latest=now,2025-10-03T21:08:39
list connection events by user admin last hour in apache,access,last1h,admin,web,*,*,*,*,action=access user=admin source=web earliest=-60m latest=now,2025-10-04T11:15:39
find login events by user bob on web-server-01 the previous day in security log,login,yesterday,bob,auth,*,web-server-01,*,*,action=login user=bob source=auth hostname=web-server-01 earliest=@d-1d latest=@d,2025-10-03T10:11:39
list access events since midnight in file system,access,today,*,filesystem,*,*,*,*,action=access source=filesystem earliest=@d latest=now,2025-10-04T03:15:39
show me restart events by user root today in database,restart,today,root,database,*,*,*,*,action=restart user=root source=database earliest=@d latest=now,2025-10-04T00:48:39
give me err logins events by user anonymous on load-balancer last hour in machine,login,last1h,anonymous,host,*,load-balancer,error,*,action=login user=anonymous source=host hostname=load-balancer severity=error earliest=-60m latest=now,2025-10-04T12:05:39
give me delete events by user bob the previous day in authentication log,deletion,yesterday,bob,auth,*,*,*,*,action=deletion user=bob source=auth earliest=@d-1d latest=@d,2025-10-03T14:27:39
show me logins events by user bob from ip 192.168.1.100 in the last 24 hours in host,login,today,bob,host,192.168.1.100,*,*,*,action=login user=bob source=host src_ip=192.168.1.100 earliest=@d latest=now,2025-10-04T10:16:39
display logout events by user admin last 30 days in auth log,logout,last30d,admin,auth,*,*,*,*,action=logout user=admin source=auth earliest=-30d@d latest=now,2025-09-15T12:08:39
pull up connection events yesterday in server,access,yesterday,*,host,*,*,*,*,action=access source=host earliest=@d-1d latest=@d,2025-10-03T20:39:39
find restart events by user alice in the last 24 hours in filesystem,restart,today,alice,filesystem,*,*,*,*,action=restart user=alice source=filesystem earliest=@d latest=now,2025-10-04T00:49:39
give me file download events by user bob with status 200 since yesterday in secure shell,download,last24h,bob,ssh,*,*,*,200,action=download user=bob source=ssh status_code=200 earliest=-24h latest=now,2025-10-04T01:08:39
list delete events by user alice from ip 10.0.0.1 this week in secure shell,deletion,last7d,alice,ssh,10.0.0.1,*,*,*,action=deletion user=alice source=ssh src_ip=10.0.0.1 earliest=-7d@d latest=now,2025-10-03T12:08:39
give me warn upload events by user bob with status 404 the previous day in database,upload,yesterday,bob,database,*,*,warning,404,action=upload user=bob source=database severity=warning status_code=404 earliest=@d-1d latest=@d,2025-10-03T20:07:39
pull up critical file deletion events by user admin this month in database,deletion,last30d,admin,database,*,*,critical,*,action=deletion user=admin source=database severity=critical earliest=-30d@d latest=now,2025-09-19T12:08:39
display authentication events by user anonymous from ip 10.0.0.1 since yesterday in authentication log,login,last24h,anonymous,auth,10.0.0.1,*,*,*,action=login user=anonymous source=auth src_ip=10.0.0.1 earliest=-24h latest=now,2025-10-03T17:08:39
show me restart events by user bob this week in db,restart,last7d,bob,database,*,*,*,*,action=restart user=bob source=database earliest=-7d@d latest=now,2025-09-28T12:08:39
display sign off events last 24 hours in apache,logout,last24h,*,web,*,*,*,*,action=logout source=web earliest=-24h latest=now,2025-10-04T00:08:39
give me auth success events by user root on firewall-01 past 60 minutes in web server,success,last1h,root,web,*,firewall-01,*,*,action=success user=root source=web hostname=firewall-01 earliest=-60m latest=now,2025-10-04T12:03:39
list failure events from ip 10.0.0.1 past week in database,error,last7d,*,database,10.0.0.1,*,*,*,action=error source=database src_ip=10.0.0.1 earliest=-7d@d latest=now,2025-09-28T12:08:39
list file deletion events by user anonymous yesterday in security log,deletion,yesterday,anonymous,auth,*,*,*,*,action=deletion user=anonymous source=auth earliest=@d-1d latest=@d,2025-10-03T23:42:39
list error events by user anonymous with status 503 last hour in db,error,last1h,anonymous,database,*,*,*,503,action=error user=anonymous source=database status_code=503 earliest=-60m latest=now,2025-10-04T11:13:39
find info logout events by user root today in database,logout,today,root,database,*,*,info,*,action=logout user=root source=database severity=info earliest=@d latest=now,2025-10-04T06:29:39
find crash events by user root with status 503 last hour in authentication log,error,last1h,root,auth,*,*,*,503,action=error user=root source=auth status_code=503 earliest=-60m latest=now,2025-10-04T11:57:39
list request events by user anonymous from ip 10.10.10.5 on load-balancer with status 502 today in nginx,access,today,anonymous,web,10.10.10.5,load-balancer,*,502,action=access user=anonymous source=web src_ip=10.10.10.5 hostname=load-balancer status_code=502 earliest=@d latest=now,2025-10-04T02:16:39
pull up failed login events by user anonymous on db-prod-02 with status 502 last 24 hours in file system,failure,last24h,anonymous,filesystem,*,db-prod-02,*,502,action=failure user=anonymous source=filesystem hostname=db-prod-02 status_code=502 earliest=-24h latest=now,2025-10-04T10:08:39
give me logout events by user jsmith on app-server-03 last 7 days in nginx,logout,last7d,jsmith,web,*,app-server-03,*,*,action=logout user=jsmith source=web hostname=app-server-03 earliest=-7d@d latest=now,2025-10-01T12:08:39
display error events by user alice the previous day in ssh,error,yesterday,alice,ssh,*,*,*,*,action=error user=alice source=ssh earliest=@d-1d latest=@d,2025-10-03T09:24:39
find failure events with status 503 today in filesystem,error,today,*,filesystem,*,*,*,503,action=error source=filesystem status_code=503 earliest=@d latest=now,2025-10-04T10:19:39
pull up service restart events by user admin on app-server-03 last 30 days in filesystem,restart,last30d,admin,filesystem,*,app-server-03,*,*,action=restart user=admin source=filesystem hostname=app-server-03 earliest=-30d@d latest=now,2025-09-20T12:08:39
pull up failure events from ip 172.16.0.50 this month in db,error,last30d,*,database,172.16.0.50,*,*,*,action=error source=database src_ip=172.16.0.50 earliest=-30d@d latest=now,2025-09-24T12:08:39
pull up warning file download events by user bob last 7 days in db,download,last7d,bob,database,*,*,warning,*,action=download user=bob source=database severity=warning earliest=-7d@d latest=now,2025-10-04T12:08:39
give me restart events by user admin from ip 192.168.0.1 yesterday in file system,restart,yesterday,admin,filesystem,192.168.0.1,*,*,*,action=restart user=admin source=filesystem src_ip=192.168.0.1 earliest=@d-1d latest=@d,2025-10-03T04:32:39
show me informational auth success events by user anonymous from ip 192.168.1.100 with status 500 last 30 days in secure shell,success,last30d,anonymous,ssh,192.168.1.100,*,info,500,action=success user=anonymous source=ssh src_ip=192.168.1.100 severity=info status_code=500 earliest=-30d@d latest=now,2025-09-07T12:08:39
pull up auth failure events last 24 hours in ssh,failure,last24h,*,ssh,*,*,*,*,action=failure source=ssh earliest=-24h latest=now,2025-10-03T20:08:39
display auth success events by user admin from ip 10.10.10.5 on app-server-03 since midnight in ssh,success,today,admin,ssh,10.10.10.5,app-server-03,*,*,action=success user=admin source=ssh src_ip=10.10.10.5 hostname=app-server-03 earliest=@d latest=now,2025-10-04T12:09:39
pull up failure events by user root past week in ssh,error,last7d,root,ssh,*,*,*,*,action=error user=root source=ssh earliest=-7d@d latest=now,2025-10-01T12:08:39
find crit file upload events by user anonymous from ip 172.16.0.50 last 24 hours in server,upload,last24h,anonymous,host,172.16.0.50,*,critical,*,action=upload user=anonymous source=host src_ip=172.16.0.50 severity=critical earliest=-24h latest=now,2025-10-04T03:08:39
find delete events by user jsmith with status 502 last 30 days in security log,deletion,last30d,jsmith,auth,*,*,*,502,action=deletion user=jsmith source=auth status_code=502 earliest=-30d@d latest=now,2025-09-08T12:08:39
give me warn upload events by user anonymous from ip 192.168.0.1 last 30 days in security log,upload,last30d,anonymous,auth,192.168.0.1,*,warning,*,action=upload user=anonymous source=auth src_ip=192.168.0.1 severity=warning earliest=-30d@d latest=now,2025-09-28T12:08:39
display error events this month in database,error,last30d,*,database,*,*,*,*,action=error source=database earliest=-30d@d latest=now,2025-09-25T12:08:39
give me critical restart events by user admin from ip 192.168.0.1 last 7 days in web server,restart,last7d,admin,web,192.168.0.1,*,critical,*,action=restart user=admin source=web src_ip=192.168.0.1 severity=critical earliest=-7d@d latest=now,2025-09-28T12:08:39
list restart events by user alice in the last 24 hours in ssh,restart,today,alice,ssh,*,*,*,*,action=restart user=alice source=ssh earliest=@d latest=now,2025-10-04T06:09:39
give me informational file upload events by user anonymous since yesterday in authentication log,upload,last24h,anonymous,auth,*,*,info,*,action=upload user=anonymous source=auth severity=info earliest=-24h latest=now,2025-10-04T08:08:39
pull up request events by user anonymous since midnight in ssh,access,today,anonymous,ssh,*,*,*,*,action=access user=anonymous source=ssh earliest=@d latest=now,2025-10-04T09:02:39
pull up informational connection events by user anonymous since yesterday in database,access,last24h,anonymous,database,*,*,info,*,action=access user=anonymous source=database severity=info earliest=-24h latest=now,2025-10-03T13:08:39
show me file upload events by user bob yesterday in nginx,upload,yesterday,bob,web,*,*,*,*,action=upload user=bob source=web earliest=@d-1d latest=@d,2025-10-03T23:21:39
pull up logins events by user admin last 7 days in machine,login,last7d,admin,host,*,*,*,*,action=login user=admin source=host earliest=-7d@d latest=now,2025-10-02T12:08:39
show me login failure events by user bob with status 503 yesterday in ssh,failure,yesterday,bob,ssh,*,*,*,503,action=failure user=bob source=ssh status_code=503 earliest=@d-1d latest=@d,2025-10-03T05:40:39
list delete events by user root from ip 10.0.0.1 on firewall-01 this month in ssh,deletion,last30d,root,ssh,10.0.0.1,firewall-01,*,*,action=deletion user=root source=ssh src_ip=10.0.0.1 hostname=firewall-01 earliest=-30d@d latest=now,2025-09-13T12:08:39
list file deletion events by user bob with status 503 past 60 minutes in filesystem,deletion,last1h,bob,filesystem,*,*,*,503,action=deletion user=bob source=filesystem status_code=503 earliest=-60m latest=now,2025-10-04T11:44:39
list crash events by user bob on web-server-01 with status 502 last 30 days in nginx,error,last30d,bob,web,*,web-server-01,*,502,action=error user=bob source=web hostname=web-server-01 status_code=502 earliest=-30d@d latest=now,2025-09-30T12:08:39
find file download events by user admin from ip 192.168.1.100 the previous day in filesystem,download,yesterday,admin,filesystem,192.168.1.100,*,*,*,action=download user=admin source=filesystem src_ip=192.168.1.100 earliest=@d-1d latest=@d,2025-10-03T13:54:39
give me file download events by user bob since yesterday in security log,download,last24h,bob,auth,*,*,*,*,action=download user=bob source=auth earliest=-24h latest=now,2025-10-04T07:08:39
list error events by user admin last 24 hours in secure shell,error,last24h,admin,ssh,*,*,*,*,action=error user=admin source=ssh earliest=-24h latest=now,2025-10-03T15:08:39
display access events from ip 172.16.0.50 past 60 minutes in nginx,access,last1h,*,web,172.16.0.50,*,*,*,action=access source=web src_ip=172.16.0.50 earliest=-60m latest=now,2025-10-04T11:24:39
give me informational successful login events by user anonymous on app-server-03 past 60 minutes in machine,success,last1h,anonymous,host,*,app-server-03,info,*,action=success user=anonymous source=host hostname=app-server-03 severity=info earliest=-60m latest=now,2025-10-04T11:13:39
give me upload events by user alice from ip 192.168.1.100 last hour in server,upload,last1h,alice,host,192.168.1.100,*,*,*,action=upload user=alice source=host src_ip=192.168.1.100 earliest=-60m latest=now,2025-10-04T12:02:39
find connection events by user jsmith from ip 10.0.0.1 with status 503 last 30 days in security log,access,last30d,jsmith,auth,10.0.0.1,*,*,503,action=access user=jsmith source=auth src_ip=10.0.0.1 status_code=503 earliest=-30d@d latest=now,2025-09-06T12:08:39
give me emergency delete events by user alice last 30 days in auth log,deletion,last30d,alice,auth,*,*,critical,*,action=deletion user=alice source=auth severity=critical earliest=-30d@d latest=now,2025-09-23T12:08:39
pull up sign off events by user anonymous the previous day in host,logout,yesterday,anonymous,host,*,*,*,*,action=logout user=anonymous source=host earliest=@d-1d latest=@d,2025-10-03T22:04:39
give me warning failure events from ip 10.0.0.1 past 60 minutes in secure shell,error,last1h,*,ssh,10.0.0.1,*,warning,*,action=error source=ssh src_ip=10.0.0.1 severity=warning earliest=-60m latest=now,2025-10-04T11:40:39
display successful login events by user alice from ip 10.0.0.1 since yesterday in host,success,last24h,alice,host,10.0.0.1,*,*,*,action=success user=alice source=host src_ip=10.0.0.1 earliest=-24h latest=now,2025-10-03T17:08:39
